Designator  quantity value/description Footprint Part Number supplier
R1,R3,R4,R8,R10,R12,R13,R16,R21,R22,R14 11  10k Ohms resistor    0603   ESR03EZPD1002     Mouser electronics
R2,R5,R9,R11    4  160 Ohms resistor    0603  ESR03EZPF1600    Mouser electronics
R17 1   220 Ohms resistor 0603    ESR03EZPF2200  Mouser electronics
R18 1   330 Ohms resistor 0603    ESR03EZPF3300  Mouser electronics
R19 1   240 Ohms resistor 0603    ESR03EZPF2400  Mouser electronics
R28 1   7,5k  Ohms resistor   0603  ESR03EZPD7501    Mouser electronics
R7  1    2k Ohms resistor   0603  ESR03EZPD2001    Mouser electronics
R23-R25 3   100 Ohms 0,01% resistor   0603 APC0603T100RZ   Mouser electronics
R26, R27    2  100 Ohms resistor    0603   ESR03EZPF1000     Mouser electronics
R6  1    LDR Ligth Dependent Resistor   5.1 mm x 4.3 mm x 2 mm    PDV-P8103  Mouser electronics
C1-C4, C7-C10   8 100nF ceramic capacitor 0603     C0603F104K3RACTU      Mouser electronics
C5  1    1 uF   0603  MSASG168SB5105KTNA01   Mouser electronics
C6  1    220 nF ceramic capacitor   0603  MSAYU168BLD224KTNA01     Mouser electronics
C11 1   4,7 uF ceramic capacitor  0603 MSASL168BD7475KTCA01    Mouser electronics
C12-C15 4   10 uF ceramic capacitor   0603  ZRB18AR61E106KE01L   Mouser electronics
D1-D4   4 RED LED Diode   0603  SML-D12U8WT86    Mouser electronics
D5  1    RGB Diode  Custom footprint VLMRGB6122-B00-08   Mouser electronics
D6-D11  6    Schottky Diode SOD-323 CUS10S40,H3F    Mouser electronics
D12-D15 4   Zenner Diode  SOD-123  MMSZ5245C-HE3_A-08   Mouser electronics
SW1-SW4 4   SMD Switches  Custom footprint TL1017AABF260QG     Mouser electronics
RV1-RV3 3   10K potenciometer     Custom footprint   P090S-04F20BR10K  Mouser electronics
RV4 1   10k Trimmer   Custom footprint  3296Y-11-103LF   Mouser electronics
Q1,Q2   2 N-Channel MOSFET    SOT-23 BSS138  Mouser electronics
J1,J9   2 PinHeader  01x03    1x03_P2,54mm_Vertical  1-826629-2   Mouser electronics
J2  1    PinHeader 01x02    1x02_P2,54mm_Vertical  1-826629-2   Mouser electronics
J5  1    PinSockect 02x05   2x05_P2,54mm_Vertical HIF3H-10DA-2.54DSA(61)  DigiKey
J3,J4,J6,J7,J10,J11 6   PinSockect 01x02  1x02_P2,54mm_Vertical    PPPC021LFBN-RC DigiKey
J2,J13  2    PinSockect 01x03   1x03_P2,54mm_Vertical PPTC031LFBN-RC  DigiKey
J8  1    header driver  Custom footprint    1546215-4  Mouser electronics
TH1 1   Thermistor NTC    0603   NTCGS103JX103DT7  Mouser electronics
TH2 1   RTD PT100     Custom footprint   32207605  Mouser electronics
U1  1    LM35 Temperature sensor    SOIC-8 LM35DMX/NOPB    Mouser electronics
U2  1    Voltaje reference 4,096    SOT-23-6   LT6654BIS6-4.096#TRMPBF   Mouser electronics
U3  1    ADC Converter 8 channels   SOIC-16   MCP3208-BI/SL Mouser electronics
U4  1    IMU 6 axis (acelerometre + Gyro)   LGA-14L   LSM6DSO32XTR  Mouser electronics
U5  1    DAC converter 2 chanels    MSOP-10    DAC7562SQDGSRQ1    Mouser electronics
U6  1    Magnetrometer 3 axis   LGA-12    LIS2MDLTR  Mouser electronics
U7  1     Time  of  Fligth sensor   Custom footprint VL53L1CXV0FY/1  Mouser electronics
U8  1    I/O Expanders I₂C  SSOP-28  MCP23017T-E/SS   Mouser electronics
U9  1    Driver H bridge    SOIC-8EP   MP6614GN-P    Mouser electronics
U10 1   OP AMP OP07   SOIC-8    OP07CSZ    Mouser electronics
U11 1   Socket INA114 DIP-8   1-2199298-2   Mouser electronics
U11'    1 INA 114 PDIP-8  INA114AP Mouser electronics
A1  1   Shield stacking headers for Arduino   Arduino R3       Adafruit
